,Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
533,Aaron Connolly,434207,€2.20m,"May 27, 2025","Jan 28, 2000",25,1.74,Ireland,[],Centre-Forward,,Leyton Orient,,,"Jul 7, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
534,Kristi Montgomery,719680,€100k,"May 27, 2025","May 31, 2004",21,1.84,Scotland,[],Central Midfield,,Blackburn,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
535,Alex Matos,670850,€1.00m,"May 27, 2025","Oct 3, 2004",21,1.75,England,"['Ghana', 'England']",Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Sheff Utd,,,"Sep 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
536,Luke Pearce,744956,€75k,"May 27, 2025","Jun 8, 2004",21,1.8,Ireland,[],Centre-Forward,,Cardiff U21,,,"Jul 4, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
537,Ibane Bowat,696347,€600k,"May 27, 2025","Sep 15, 2002",23,1.9,Scotland,[],Centre-Back,,Portsmouth,,,"Aug 30, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
538,Jaidon Anthony,684210,€14.00m,"Oct 17, 2025","Dec 1, 1999",25,1.83,England,"['Jamaica', 'England']",Left Winger,"               0
0   Right Winger
1  Left Midfield",Burnley,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
539,Illan Meslier,542586,€14.00m,"Oct 17, 2025","Mar 2, 2000",25,1.97,France,[],Goalkeeper,,Leeds,,,"Jul 27, 2020","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
540,David Ozoh,865993,€800k,"Oct 6, 2025","May 6, 2005",20,1.89,England,[],Defensive Midfield,,Derby,,,"Jul 29, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
541,Sam McCallum,618901,€1.40m,"May 27, 2025","Sep 2, 2000",25,1.77,England,[],Left-Back,,Sheff Utd,,,"Jul 11, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
542,Kian Taylor,969561,€100k,"May 27, 2025","Feb 15, 2005",20,1.73,England,[],Central Midfield,,Morton,,,"Jul 25, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
543,Anthony Musaba,511401,€1.50m,"May 27, 2025","Dec 6, 2000",24,1.82,Netherlands,[],Left Winger,,Samsunspor,,,"Jul 12, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
544,Rhys Norrington-Davies,543164,€2.20m,"May 27, 2025","Apr 22, 1999",26,1.81,Wales,[],Left-Back,,QPR,,,"Aug 25, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
545,Hidde ter Avest,258519,€1.50m,"May 27, 2025","May 20, 1997",28,1.82,Netherlands,['Netherlands'],Right-Back,"                0
0  Right Midfield",Oxford United,,,"Aug 19, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
546,Simon Moore,123536,€150k,"May 27, 2025","May 19, 1990",35,1.91,England,[],Goalkeeper,,Sunderland,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
547,Stuart Findlay,165334,€450k,"Jun 17, 2025","Sep 14, 1995",30,1.91,Scotland,[],Centre-Back,,Heart of Midl.,,,"Jul 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
548,Liam Walsh,314998,€500k,"May 27, 2025","Sep 15, 1997",28,1.68,England,['England'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Luton,,,"Aug 20, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
549,Kristi Montgomery,719680,€100k,"May 27, 2025","May 31, 2004",21,1.84,Scotland,['Scotland'],Central Midfield,"                0
0  Right Midfield
1      Right-Back",Blackburn,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
550,Roko Simic,658693,€2.00m,"May 27, 2025","Sep 10, 2003",22,1.9,Croatia,"['Croatia', 'Italy']",Centre-Forward,,Karlsruher SC,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
551,Jeppe Okkels,345591,€2.40m,"Nov 19, 2025","Jul 27, 1999",26,1.83,Denmark,[],Left Winger,,Djurgården,,,"Aug 29, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
552,Mark Travers,357658,€4.00m,"May 27, 2025","May 18, 1999",26,1.91,Ireland,['Ireland'],Goalkeeper,,Everton,,,"Jul 15, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
553,Samuel Iling-Junior,581672,€10.00m,"May 27, 2025","Oct 4, 2003",22,1.82,England,"['DR Congo', 'England']",Left-Back,"              0
0   Left Winger
1  Right Winger",West Brom,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
554,Alfie Doughty,608175,€6.50m,"May 27, 2025","Dec 21, 1999",25,1.83,England,[],Left Midfield,,Millwall,,,"Jul 28, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
555,Daniel Jebbison,746740,€4.00m,"May 30, 2025","Jul 11, 2003",22,1.9,Canada,[],Centre-Forward,,Preston,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
556,Anis Mehmeti,530813,€9.00m,"Oct 6, 2025","Jan 9, 2001",24,1.8,Albania,[],Attacking Midfield,,Bristol City,,,"Jan 31, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
557,Matt Ingram,164499,€500k,"May 27, 2025","Dec 18, 1993",31,1.91,England,[],Goalkeeper,,Oxford United,,,"Jul 19, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
558,Dilan Markanday,530807,€300k,"Jun 18, 2025","Aug 20, 2001",24,1.67,England,[],Right Winger,,Chesterfield,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
559,Jordan Storey,435198,€3.80m,"May 27, 2025","Sep 2, 1997",28,1.88,England,['England'],Centre-Back,,Preston,,,"Jul 1, 2018","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
560,Josh Bernard,1211278,€25k,"Sep 2, 2025","Apr 12, 2006",19,1.76,Wales,['Wales'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Barry Town,,,"Aug 15, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
561,Reuben Swann,1276935,,,"Jan 26, 2006",19,,England,['England'],Central Midfield,,Portsmouth,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
562,Josh Seary,854932,€100k,"May 27, 2025","Sep 10, 2004",21,1.8,Ireland,[],Right-Back,,Preston,,,"Jul 1, 2023","Dec 31, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
563,Luey Giles,1005848,,,"Aug 4, 2006",19,,Wales,['Wales'],Left-Back,,Cardiff U21,,,"Jul 4, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
564,Pierre Dwomoh,652803,€2.20m,"May 27, 2025","Jun 21, 2004",21,1.88,Belgium,[],Central Midfield,,Watford,,,"Aug 26, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
565,Kornél Szűcs,566155,€500k,"May 27, 2025","Sep 24, 2001",24,1.9,Hungary,[],Centre-Back,,Plymouth,,,"Aug 5, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
566,Kasey Palmer,258216,€1.00m,"May 27, 2025","Nov 9, 1996",29,1.82,Jamaica,"['Jamaica', 'England']",Attacking Midfield,"                  0
0       Left Winger
1  Central Midfield",Hull City,,,"Aug 30, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
567,Ryan Mmaee,249543,€1.20m,"Oct 8, 2025","Nov 1, 1997",28,1.85,Morocco,"['Belgium', 'Morocco']",Centre-Forward,"                0
0  Second Striker",Omonia Nicosia,,,"Aug 27, 2025","May 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
568,Tom Ince,157368,€500k,"May 27, 2025","Jan 30, 1992",33,1.78,England,[],Right Winger,,Watford,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
569,Pierce Charles,861600,€300k,"May 27, 2025","Jul 21, 2005",20,1.86,Northern Ireland,[],Goalkeeper,,Sheff Wed,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
570,Hayden Carter,503780,€2.50m,"May 27, 2025","Dec 17, 1999",25,1.88,England,['England'],Centre-Back,"            0
0  Right-Back",Blackburn,,,"Jan 1, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
571,James Furlong,580030,€300k,"Jun 30, 2025","Jun 7, 2002",23,1.78,Ireland,['Ireland'],Left-Back,"               0
0  Left Midfield
1    Centre-Back",Hull City,,,"Sep 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
572,Nathanael Ogbeta,433168,€350k,"May 27, 2025","Apr 28, 2001",24,1.84,England,[],Left-Back,,Barnsley,,,"Jul 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
573,Tom Fellows,626319,€10.00m,"May 27, 2025","Jul 25, 2003",22,1.83,England,['England'],Right Midfield,"              0
0  Right Winger
1    Right-Back",Southampton,,,"Aug 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
574,Ryan Andrews,803401,€2.50m,"May 27, 2025","Aug 26, 2004",21,1.81,England,['England'],Right-Back,"                0
0  Right Midfield",Young Boys,,,"Aug 31, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
575,Ollie Tanner,700405,€1.30m,"May 27, 2025","May 13, 2002",23,1.77,England,['England'],Right Winger,"             0
0  Left Winger
1    Left-Back",Cardiff,,,"Jul 1, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
576,Manor Solomon,396638,€14.00m,"May 27, 2025","Jul 24, 1999",26,1.7,Israel,[],Left Winger,,Villarreal,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
577,Josh Coburn,646727,€5.00m,"Oct 6, 2025","Dec 6, 2002",22,1.93,England,['England'],Centre-Forward,,Millwall,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
578,Mark Sykes,320403,€1.80m,"May 27, 2025","Aug 4, 1997",28,1.82,Ireland,[],Right Midfield,,Bristol City,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
579,Max O'Leary,296582,€2.80m,"May 27, 2025","Oct 10, 1996",29,1.89,Ireland,[],Goalkeeper,,Bristol City,,,"Jul 1, 2015","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
580,Sondre Langås,737837,€3.50m,"May 27, 2025","Feb 2, 2001",24,1.9,Norway,[],Centre-Back,,Derby,,,"Feb 3, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
581,Alfie Gilchrist,790992,€4.00m,"Oct 6, 2025","Nov 28, 2003",21,1.83,England,['England'],Right-Back,"             0
0  Centre-Back",West Brom,,,"Aug 29, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
582,Ilias Chair,380473,€6.00m,"May 27, 2025","Oct 30, 1997",28,1.71,Morocco,[],Attacking Midfield,,QPR,,,"Jul 1, 2018",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
583,Iké Ugbo,339943,€2.20m,"May 27, 2025","Sep 21, 1998",27,1.84,Canada,"['Canada', 'England']",Centre-Forward,,Sheff Wed,,,"Aug 8, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
584,Mark Harris,344012,€800k,"May 27, 2025","Dec 29, 1998",26,1.82,Wales,['Wales'],Centre-Forward,"              0
0   Left Winger
1  Right Winger",Oxford United,,,"Jul 11, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
585,Ollie Tanner,700405,€1.30m,"May 27, 2025","May 13, 2002",23,1.77,England,[],Right Winger,,Cardiff,,,"Jul 1, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
586,Mustapha Bundu,457728,€1.00m,"May 27, 2025","Feb 28, 1997",28,1.89,Sierra Leone,['Sierra Leone'],Right Winger,"                0
0  Centre-Forward
1     Left Winger",Hannover 96,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
587,Nathanael Ogbeta,433168,€350k,"May 27, 2025","Apr 28, 2001",24,1.84,England,"['Nigeria', 'England']",Left-Back,"             0
0  Centre-Back",Barnsley,,,"Jul 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
588,Sol Brynn,465952,€800k,"Oct 6, 2025","Oct 30, 2000",25,1.84,England,['England'],Goalkeeper,,Middlesbrough,,,"Jan 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
589,Mads Frøkjaer-Jensen,533632,€3.50m,"May 27, 2025","Jul 29, 1999",26,1.86,Denmark,[],Attacking Midfield,,Preston,,,"Jul 11, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
590,Tom Atcheson,1087362,,,"Sep 22, 2006",19,,Northern Ireland,"['Northern Ireland', 'England']",Centre-Back,,Blackburn U21,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
591,Sam Greenwood,532178,€3.50m,"Sep 26, 2025","Jan 26, 2002",23,1.8,England,[],Left Winger,,Pogon Szczecin,,,"Aug 27, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
592,David Turnbull,345760,€2.50m,"May 27, 2025","Jul 10, 1999",26,1.85,Scotland,['Scotland'],Central Midfield,"                    0
0  Attacking Midfield",Cardiff,,,"Feb 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
593,Joe Gelhardt,503980,€3.00m,"May 27, 2025","May 4, 2002",23,1.79,England,[],Centre-Forward,,Hull City,,,"Aug 9, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
594,Luke Ayling,67420,€450k,"May 27, 2025","Aug 25, 1991",34,1.83,England,[],Right-Back,,Middlesbrough,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
595,Will Norris,285033,€350k,"Jun 18, 2025","Aug 12, 1993",32,1.95,England,[],Goalkeeper,,Wycombe,,,"Feb 3, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
596,Will Alves,867711,€400k,"May 27, 2025","May 4, 2005",20,,England,[],Attacking Midfield,,Huddersfield,,,"Sep 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
597,Zak Lovelace,913136,€500k,"May 27, 2025","Jan 23, 2006",19,1.82,England,[],Left Winger,,Millwall,,,"Feb 3, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
598,Isaiah Jones,696631,€3.50m,"May 27, 2025","Jun 26, 1999",26,1.76,Guyana,[],Right Winger,,Luton,,,"Jan 10, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
599,Daniel James,319301,€16.00m,"Oct 17, 2025","Nov 10, 1997",28,1.71,Wales,[],Right Winger,,Leeds,,,"Aug 31, 2021","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
600,Jordan Clark,184129,€600k,"May 27, 2025","Sep 22, 1993",32,1.83,England,[],Attacking Midfield,,Luton,,,"Aug 5, 2020",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
601,Callum Doyle,817688,€10.00m,"Oct 6, 2025","Oct 3, 2003",22,1.9,England,['England'],Centre-Back,"           0
0  Left-Back",Wrexham,,,"Aug 21, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
602,Azeem Abdulai,859940,€350k,"Jun 18, 2025","Dec 9, 2002",22,1.83,Scotland,"['Sierra Leone', 'Scotland']",Left Midfield,,Leyton Orient,,,"Jan 22, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
603,Freddie Potts,698164,€2.50m,"Oct 17, 2025","Sep 12, 2003",22,1.83,England,[],Defensive Midfield,,West Ham,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
604,Owen Dodgson,686839,€300k,"Jun 18, 2025","Mar 19, 2003",22,1.78,England,['England'],Left-Back,"               0
0  Left Midfield",Stockport,,,"Jul 31, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
605,Callum Paterson,169555,€600k,"May 27, 2025","Oct 13, 1994",31,1.83,Scotland,[],Centre-Forward,,MK Dons,,,"Jul 28, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
606,Lawrence Vigouroux,243591,€450k,"May 27, 2025","Nov 19, 1993",32,1.94,Chile,"['Chile', 'England']",Goalkeeper,,Swansea,,,"Jul 23, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
607,Iké Ugbo,339943,€2.20m,"May 27, 2025","Sep 21, 1998",27,1.84,Canada,[],Centre-Forward,,Sheff Wed,,,"Aug 8, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
608,Harry Whitwell,930547,,,"Nov 16, 2005",20,,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Forest Green,,,"Aug 15, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
609,Daiki Hashioka,387191,€1.80m,"May 27, 2025","May 17, 1999",26,1.84,Japan,['Japan'],Right-Back,"                0
0  Right Midfield",Slavia Praha,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
610,Kitt Nelson,969562,€125k,"Jun 20, 2025","Jan 12, 2005",20,1.71,England,[],Attacking Midfield,,Cork City,,,"Feb 3, 2025","Nov 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
611,Patrick Bauer,94603,€200k,"May 27, 2025","Oct 28, 1992",33,1.92,Germany,['Germany'],Centre-Back,,AFC Wimbledon,,,"Aug 20, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
612,James Edmondson,885046,,,"Nov 1, 2005",20,,England,['England'],Central Midfield,,Macclesfield,,,"Sep 4, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
613,Cauley Woodrow,169801,€500k,"May 27, 2025","Dec 2, 1994",30,1.84,England,[],Centre-Forward,,Wycombe,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
614,Finley Burns,581681,€900k,"May 27, 2025","Jun 17, 2003",22,1.96,England,['England'],Centre-Back,"                    0
0  Defensive Midfield",Reading,,,"Jul 7, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
615,Mike Tresor,381963,€5.00m,"May 27, 2025","May 28, 1999",26,1.72,Belgium,['Belgium'],Attacking Midfield,"              0
0   Left Winger
1  Right Winger",Burnley,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
616,Cyrus Christie,158623,€200k,"May 27, 2025","Sep 30, 1992",33,1.88,Ireland,[],Right-Back,,Bolton,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
617,Emiliano Marcondes,232964,€1.00m,"May 27, 2025","Mar 9, 1995",30,1.82,Denmark,"['Denmark', 'Brazil']",Attacking Midfield,"                0
0  Centre-Forward
1     Left Winger",Norwich,,,"Oct 4, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
618,Kenneth Paal,247596,€2.80m,"May 27, 2025","Jun 24, 1997",28,1.74,Suriname,[],Left-Back,,Antalyaspor,,,"Jul 23, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
619,Yan Valery,406008,€1.40m,"May 27, 2025","Feb 22, 1999",26,1.85,Tunisia,"['France', 'Tunisia']",Right-Back,"                0
0  Right Midfield
1     Centre-Back",Sheff Wed,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
620,Lewis Travis,372802,€3.50m,"May 27, 2025","Oct 16, 1997",28,1.83,England,[],Defensive Midfield,,Derby,,,"Aug 27, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
621,Lynden Gooch,307781,€1.00m,"May 27, 2025","Dec 24, 1995",29,1.73,United States,"['Ireland', 'United States']",Right-Back,"                0
0  Right Midfield
1   Left Midfield",Huddersfield,,,"Jul 15, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
622,Matty Jacob,729940,€150k,"May 27, 2025","Jun 3, 2001",24,1.8,England,[],Left-Back,,Reading,,,"Jul 4, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
623,Tim Krul,33027,,,"Apr 3, 1988",37,1.93,Netherlands,[],Goalkeeper,,Retired,Luton,"Sep 23, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
624,Steve Cook,90836,€350k,"May 27, 2025","Apr 19, 1991",34,1.85,England,['England'],Centre-Back,,QPR,,,"Aug 9, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
